month,country
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
April,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
August,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
December,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
February,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
January,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
July,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
June,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
March,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
May,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
November,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
October,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
September,australia
